user_id,is_new,device,geo,traffic_source,payment_method,session_date,is_recent_window,app_version,page_load_ms,did_view,did_cart,did_checkout,did_purchase
44,0,mobile,US,paid_social,card,2026-01-24,0,1.9.1,1512,1,1,1,1
45,1,mobile,US,organic,cod,2026-01-06,0,1.9.1,1519,1,1,1,1
46,0,mobile,US,paid_social,upi,2026-02-07,1,2.0.1,2274,1,1,1,0
47,1,mobile,OTHER,organic,upi,2026-01-24,0,1.9.1,1626,1,0,0,0
48,1,desktop,US,paid_social,card,2026-02-04,1,1.9.1,839,1,0,0,0
49,1,mobile,OTHER,organic,card,2026-01-06,0,1.9.1,1491,1,1,0,0
50,1,desktop,US,paid_search,upi,2025-12-18,0,1.9.1,1182,1,1,0,0
51,0,mobile,US,paid_search,card,2025-12-12,0,1.9.0,1418,1,1,1,1
52,0,desktop,US,paid_social,card,2025-12-20,0,1.9.1,692,1,1,1,0
53,0,mobile,IN,paid_search,card,2025-12-19,0,1.9.1,1667,1,1,1,1
54,0,desktop,US,email,upi,2026-02-09,1,1.9.0,517,1,1,1,0
55,0,mobile,EU,referral,upi,2026-01-03,0,1.9.0,1645,1,1,1,1
56,0,desktop,US,organic,card,2026-02-04,1,1.9.0,762,1,1,0,0
57,1,desktop,BR,paid_search,cod,2026-01-29,1,1.9.0,726,0,0,0,0
58,1,mobile,BR,paid_social,paypal,2025-12-26,0,1.9.1,1749,1,0,0,0
59,1,mobile,US,organic,card,2025-12-29,0,1.9.1,1655,1,1,1,0
60,1,desktop,EU,organic,card,2026-02-03,1,1.9.1,981,1,1,1,0
61,1,mobile,BR,email,paypal,2026-02-03,1,2.0.0,2088,1,0,0,0
62,1,mobile,IN,email,card,2026-02-05,1,2.0.0,2460,0,0,0,0
63,0,mobile,IN,organic,card,2026-02-04,1,2.0.0,2052,1,1,0,0
64,1,mobile,IN,organic,upi,2026-01-24,0,1.9.0,1793,1,0,0,0
65,1,desktop,EU,organic,upi,2025-12-30,0,1.9.1,796,1,1,1,1
66,1,mobile,US,paid_social,upi,2026-01-29,1,2.0.0,1899,1,1,1,1
67,1,mobile,US,paid_social,card,2026-01-19,0,1.9.0,971,1,1,0,0
68,0,mobile,US,paid_search,card,2026-01-29,1,2.0.0,2171,1,1,1,0
69,1,mobile,IN,organic,card,2026-01-06,0,1.9.0,1406,1,1,1,1
70,0,desktop,US,paid_search,card,2026-02-06,1,1.9.0,833,1,1,0,0
71,0,mobile,US,paid_search,paypal,2025-12-23,0,1.9.1,1201,0,0,0,0
72,1,mobile,IN,paid_search,cod,2026-01-17,0,1.9.1,1439,1,1,1,0
73,1,mobile,US,paid_search,card,2026-02-06,1,2.0.0,2418,1,0,0,0
74,0,desktop,US,organic,card,2026-01-16,0,1.9.0,794,1,1,1,1
75,0,mobile,IN,paid_search,card,2025-12-18,0,1.9.1,1629,1,1,1,1
76,0,mobile,BR,organic,card,2025-12-20,0,1.9.0,1545,1,1,1,1
77,0,mobile,US,paid_search,upi,2026-01-11,0,1.9.0,1514,1,1,1,1
78,1,mobile,US,organic,card,2026-01-18,0,1.9.0,1644,1,0,0,0
79,1,mobile,US,referral,card,2026-01-02,0,1.9.0,1665,1,0,0,0
80,1,mobile,BR,referral,paypal,2026-01-23,0,1.9.1,1272,1,1,0,0
81,0,desktop,IN,paid_search,upi,2025-12-23,0,1.9.0,624,1,1,1,1
82,0,desktop,US,paid_social,card,2026-01-14,0,1.9.0,600,1,0,0,0
83,1,desktop,EU,paid_search,card,2026-01-20,0,1.9.1,931,1,1,1,1
84,1,mobile,US,paid_search,upi,2025-12-13,0,1.9.1,1683,1,1,0,0
85,1,mobile,US,paid_social,card,2026-02-02,1,2.0.1,1969,1,1,1,0
86,1,mobile,US,paid_search,card,2026-01-24,0,1.9.1,1302,1,1,0,0
87,0,desktop,US,email,upi,2026-01-12,0,1.9.1,974,1,1,1,1
88,0,mobile,EU,paid_social,cod,2026-02-02,1,2.0.0,1858,1,1,1,1
89,0,desktop,IN,email,card,2026-02-01,1,1.9.1,1065,0,0,0,0
90,1,mobile,EU,paid_search,card,2025-12-12,0,1.9.1,1559,1,0,0,0
91,1,desktop,IN,organic,paypal,2026-01-05,0,1.9.0,762,1,0,0,0
92,0,mobile,IN,organic,card,2025-12-15,0,1.9.0,1607,1,1,0,0
93,0,mobile,IN,paid_social,card,2026-01-18,0,1.9.0,1802,0,0,0,0
94,0,mobile,IN,email,upi,2026-01-25,0,1.9.1,1848,1,1,0,0
95,0,desktop,US,paid_social,card,2025-12-15,0,1.9.0,438,1,1,1,0
96,1,desktop,EU,paid_search,card,2025-12-20,0,1.9.0,951,1,1,1,1
97,1,desktop,OTHER,organic,card,2025-12-29,0,1.9.0,1105,1,1,1,1
98,1,mobile,IN,organic,card,2026-01-21,0,1.9.1,1591,1,0,0,0
99,1,desktop,IN,organic,upi,2026-01-28,1,1.9.1,839,1,1,1,1
100,1,mobile,US,paid_social,upi,2025-12-22,0,1.9.0,1493,1,1,1,1
101,1,mobile,BR,referral,card,2025-12-17,0,1.9.1,1332,1,1,1,1
102,0,mobile,OTHER,organic,card,2025-12-27,0,1.9.0,1820,1,0,0,0
103,1,mobile,BR,organic,card,2025-12-19,0,1.9.0,1958,1,1,0,0
104,1,mobile,US,paid_search,card,2025-12-30,0,1.9.1,2005,1,1,0,0
105,0,desktop,OTHER,organic,upi,2025-12-16,0,1.9.0,774,1,1,0,0
106,1,mobile,US,paid_search,upi,2026-02-08,1,2.0.0,2029,0,0,0,0
107,1,mobile,IN,email,upi,2026-01-20,0,1.9.0,1453,1,0,0,0
108,0,mobile,IN,paid_social,card,2026-01-06,0,1.9.1,1727,1,1,1,1
109,1,mobile,BR,organic,paypal,2026-01-05,0,1.9.0,1851,1,1,1,1
110,1,mobile,EU,organic,upi,2026-01-05,0,1.9.0,1408,1,1,1,1
111,1,mobile,EU,paid_search,card,2025-12-20,0,1.9.1,1541,1,1,0,0
112,1,mobile,BR,email,card,2026-01-15,0,1.9.0,1420,1,1,1,0
113,0,mobile,IN,paid_social,paypal,2025-12-12,0,1.9.0,1488,1,1,1,1
114,0,mobile,EU,organic,card,2026-01-27,1,2.0.0,2068,1,1,1,1
115,0,mobile,US,organic,upi,2025-12-13,0,1.9.1,1563,1,1,0,0
116,0,mobile,IN,paid_search,card,2026-01-24,0,1.9.0,1688,1,1,0,0
117,0,mobile,US,organic,card,2026-01-22,0,1.9.1,1436,1,1,1,0
118,1,mobile,OTHER,organic,paypal,2026-01-05,0,1.9.0,1720,1,0,0,0
119,0,mobile,OTHER,organic,card,2026-01-16,0,1.9.1,1460,1,0,0,0
120,1,mobile,US,paid_social,upi,2026-01-16,0,1.9.1,1803,1,1,1,0
121,0,mobile,IN,organic,card,2025-12-23,0,1.9.0,1289,1,1,1,0
122,0,mobile,US,paid_search,card,2026-01-09,0,1.9.1,1541,1,0,0,0
123,1,desktop,US,paid_social,cod,2025-12-23,0,1.9.0,1041,1,1,1,1
124,1,mobile,IN,organic,card,2026-02-08,1,2.0.0,2182,1,1,1,0
125,1,desktop,US,referral,card,2025-12-24,0,1.9.0,1168,1,0,0,0
126,1,desktop,US,organic,upi,2025-12-22,0,1.9.0,1055,1,1,0,0
127,0,desktop,IN,paid_social,upi,2026-02-02,1,1.9.0,1050,0,0,0,0
128,0,mobile,US,organic,card,2025-12-18,0,1.9.0,1678,1,1,0,0
129,1,desktop,IN,referral,upi,2026-01-19,0,1.9.0,1084,1,1,1,1
130,1,mobile,US,paid_search,paypal,2026-01-02,0,1.9.1,1908,1,1,1,1
131,1,mobile,BR,paid_search,paypal,2026-02-04,1,2.0.1,2432,1,1,1,0
132,1,mobile,EU,organic,card,2025-12-20,0,1.9.0,1736,1,1,1,1
133,1,desktop,EU,organic,card,2026-01-19,0,1.9.0,1009,1,1,1,1
134,1,mobile,US,paid_search,card,2026-01-12,0,1.9.1,1690,1,0,0,0
135,0,desktop,US,paid_social,card,2025-12-25,0,1.9.0,881,1,1,1,0
136,1,mobile,OTHER,organic,card,2026-02-01,1,2.0.1,2192,1,1,1,0
137,1,desktop,IN,referral,card,2026-01-09,0,1.9.0,842,1,1,0,0
138,0,desktop,IN,paid_search,cod,2026-01-15,0,1.9.0,638,1,1,0,0
139,1,desktop,BR,paid_search,card,2026-01-22,0,1.9.1,688,1,0,0,0
140,0,mobile,US,organic,card,2025-12-23,0,1.9.1,1700,0,0,0,0
141,0,desktop,IN,organic,card,2026-01-11,0,1.9.1,977,1,1,1,1
142,1,desktop,US,paid_search,upi,2026-01-18,0,1.9.0,802,1,1,1,1
143,1,mobile,IN,email,card,2026-01-15,0,1.9.1,1947,1,1,0,0
144,1,mobile,US,organic,card,2026-01-30,1,2.0.1,2188,1,1,1,0
145,1,desktop,US,organic,card,2026-02-03,1,1.9.1,1359,1,0,0,0
146,1,mobile,IN,paid_search,card,2026-02-01,1,2.0.0,1823,1,1,1,0
147,0,desktop,EU,organic,upi,2026-02-04,1,1.9.0,838,1,1,0,0
148,1,mobile,OTHER,organic,upi,2025-12-26,0,1.9.0,1585,1,1,1,1
149,1,mobile,EU,paid_search,card,2026-01-30,1,2.0.1,2442,1,0,0,0
150,1,mobile,IN,organic,card,2025-12-27,0,1.9.1,1833,1,1,0,0
151,0,mobile,EU,paid_social,card,2025-12-30,0,1.9.0,1498,1,0,0,0
152,1,mobile,IN,email,card,2026-02-07,1,2.0.0,1630,1,1,0,0
153,1,desktop,IN,email,cod,2025-12-27,0,1.9.1,1180,1,0,0,0
154,1,mobile,US,paid_search,card,2026-01-09,0,1.9.0,1615,1,0,0,0
155,0,desktop,EU,organic,card,2026-01-09,0,1.9.1,1119,1,1,1,1
156,1,desktop,IN,paid_social,cod,2026-01-09,0,1.9.1,510,1,0,0,0
157,0,mobile,OTHER,paid_social,card,2026-01-10,0,1.9.1,1519,1,0,0,0
158,0,mobile,BR,paid_search,upi,2026-01-01,0,1.9.0,1517,1,1,1,1
159,1,mobile,IN,paid_search,cod,2026-02-05,1,2.0.1,2063,1,1,0,0
160,0,mobile,EU,referral,cod,2026-02-02,1,2.0.0,2119,0,0,0,0
161,1,mobile,IN,organic,cod,2026-01-05,0,1.9.1,1808,0,0,0,0
162,0,mobile,US,organic,paypal,2025-12-19,0,1.9.0,1467,1,0,0,0
163,0,desktop,IN,paid_search,upi,2025-12-25,0,1.9.0,672,1,1,0,0
164,1,mobile,BR,paid_social,card,2025-12-29,0,1.9.0,1527,1,1,0,0
165,1,mobile,BR,paid_search,card,2025-12-19,0,1.9.0,1605,1,0,0,0
166,0,desktop,IN,paid_search,card,2026-02-08,1,1.9.1,1333,1,1,0,0
167,1,desktop,IN,paid_search,cod,2026-02-01,1,1.9.1,964,1,0,0,0
168,1,desktop,US,paid_social,card,2026-01-12,0,1.9.1,877,1,1,1,1
169,1,desktop,US,organic,card,2026-02-04,1,1.9.0,642,1,1,1,1
170,0,mobile,OTHER,organic,upi,2026-01-19,0,1.9.0,1394,1,0,0,0
171,0,desktop,EU,paid_search,card,2026-01-14,0,1.9.0,777,1,1,1,1
172,1,desktop,EU,email,upi,2026-01-29,1,1.9.0,945,1,1,1,1
173,1,mobile,EU,paid_social,upi,2025-12-26,0,1.9.1,1763,1,1,1,0
174,1,mobile,EU,paid_search,card,2025-12-29,0,1.9.0,1773,1,1,1,1
175,0,mobile,IN,paid_search,card,2025-12-23,0,1.9.1,1644,1,1,0,0
176,1,mobile,IN,referral,card,2026-02-01,1,2.0.0,2247,1,0,0,0
177,0,mobile,IN,paid_search,card,2025-12-25,0,1.9.0,1756,1,0,0,0
178,1,mobile,BR,organic,card,2026-02-07,1,2.0.0,2329,0,0,0,0
179,0,mobile,IN,paid_search,card,2026-01-19,0,1.9.0,1459,1,1,1,0
180,1,mobile,BR,paid_search,paypal,2025-12-30,0,1.9.0,1816,0,0,0,0
181,1,mobile,BR,referral,paypal,2025-12-30,0,1.9.1,1625,0,0,0,0
182,1,desktop,EU,organic,card,2026-01-18,0,1.9.0,851,1,1,0,0
183,0,mobile,US,organic,card,2026-01-27,1,2.0.0,2018,1,1,0,0
184,0,mobile,US,paid_search,card,2026-01-18,0,1.9.1,1613,1,1,1,1
185,1,mobile,US,organic,cod,2025-12-15,0,1.9.1,1661,1,1,0,0
186,0,mobile,BR,referral,card,2026-01-08,0,1.9.1,1834,0,0,0,0
187,0,mobile,BR,paid_search,card,2026-01-06,0,1.9.1,1537,1,1,1,0
188,0,mobile,US,paid_search,card,2026-01-01,0,1.9.0,1908,0,0,0,0
189,1,desktop,US,paid_search,upi,2026-01-16,0,1.9.0,496,1,1,1,1
190,1,mobile,BR,paid_search,upi,2025-12-27,0,1.9.1,1359,1,1,0,0
191,1,mobile,US,paid_social,cod,2025-12-13,0,1.9.0,1679,1,1,1,1
192,0,mobile,OTHER,organic,paypal,2025-12-28,0,1.9.0,1861,1,1,1,1
193,0,mobile,IN,organic,card,2025-12-12,0,1.9.0,1944,1,1,0,0
194,0,desktop,OTHER,paid_search,paypal,2026-01-07,0,1.9.0,974,1,1,1,1
195,1,mobile,IN,referral,cod,2026-01-31,1,2.0.0,2161,1,0,0,0
196,1,desktop,US,paid_search,card,2026-02-01,1,1.9.1,1043,0,0,0,0
197,0,mobile,IN,paid_social,card,2026-01-22,0,1.9.0,1548,1,0,0,0
198,0,desktop,BR,referral,card,2025-12-18,0,1.9.1,723,1,1,1,1
199,0,desktop,US,organic,paypal,2025-12-28,0,1.9.0,762,1,1,0,0
200,0,desktop,EU,paid_search,cod,2025-12-13,0,1.9.1,1235,1,1,1,0
201,0,desktop,IN,referral,cod,2025-12-12,0,1.9.0,488,1,1,0,0
202,1,mobile,OTHER,paid_social,card,2026-01-19,0,1.9.0,1578,1,1,0,0
203,1,desktop,US,paid_search,upi,2026-01-24,0,1.9.1,774,1,1,1,1
204,0,mobile,IN,paid_social,upi,2025-12-29,0,1.9.0,1833,1,1,0,0
205,0,desktop,US,paid_social,card,2026-01-11,0,1.9.0,1138,1,1,1,0
206,1,mobile,IN,paid_search,cod,2025-12-26,0,1.9.0,1519,1,1,1,1
207,1,mobile,IN,organic,paypal,2026-01-15,0,1.9.1,1774,1,0,0,0
208,0,desktop,US,paid_social,card,2025-12-26,0,1.9.0,827,1,1,1,1
209,1,mobile,BR,organic,card,2026-02-03,1,2.0.0,2091,1,1,0,0
210,1,mobile,IN,organic,upi,2026-01-22,0,1.9.0,1670,1,0,0,0
211,1,desktop,IN,paid_social,card,2025-12-22,0,1.9.0,922,0,0,0,0
212,0,mobile,IN,paid_search,card,2025-12-28,0,1.9.0,1833,1,1,1,0
213,0,mobile,IN,paid_social,card,2025-12-13,0,1.9.1,1498,0,0,0,0
214,1,mobile,US,paid_search,cod,2026-01-07,0,1.9.1,1333,1,1,1,1
215,0,mobile,BR,referral,card,2025-12-21,0,1.9.1,1805,1,1,1,1
216,1,mobile,US,paid_search,upi,2026-02-09,1,2.0.0,2130,1,1,1,0
217,1,mobile,EU,paid_search,upi,2026-01-15,0,1.9.1,1834,0,0,0,0
218,0,mobile,US,organic,card,2025-12-19,0,1.9.1,1909,0,0,0,0
219,0,mobile,IN,paid_search,card,2025-12-18,0,1.9.0,1422,1,1,1,1
220,0,mobile,OTHER,organic,cod,2025-12-16,0,1.9.0,1938,1,1,0,0
221,0,desktop,IN,paid_social,card,2025-12-20,0,1.9.0,759,1,1,1,1
222,0,mobile,US,paid_social,cod,2025-12-21,0,1.9.1,1854,1,1,0,0
223,1,desktop,US,organic,paypal,2026-01-06,0,1.9.1,1278,1,1,0,0
224,1,mobile,BR,paid_search,card,2026-01-05,0,1.9.0,1803,1,1,1,1
225,1,mobile,US,organic,card,2025-12-19,0,1.9.1,1497,1,0,0,0
226,1,mobile,OTHER,paid_search,card,2026-01-27,1,2.0.0,2094,1,1,0,0
227,0,desktop,US,email,card,2026-02-04,1,1.9.0,738,1,1,0,0
228,1,desktop,IN,referral,paypal,2026-01-10,0,1.9.0,971,1,1,1,1
229,0,desktop,IN,organic,card,2026-02-04,1,1.9.0,1013,1,0,0,0
230,0,mobile,US,organic,paypal,2026-01-31,1,2.0.1,2633,1,1,1,1
231,0,desktop,IN,paid_social,upi,2026-02-06,1,1.9.0,641,1,1,1,1
232,1,mobile,EU,paid_search,card,2026-01-10,0,1.9.1,2016,1,1,1,1
233,0,desktop,EU,paid_search,card,2025-12-21,0,1.9.0,873,1,0,0,0
234,1,mobile,IN,referral,card,2026-01-25,0,1.9.1,1869,1,0,0,0
235,1,mobile,BR,organic,cod,2026-01-30,1,2.0.0,1985,1,0,0,0
236,0,mobile,EU,organic,card,2026-01-24,0,1.9.1,1363,0,0,0,0
237,1,mobile,US,paid_social,card,2025-12-22,0,1.9.1,1968,0,0,0,0
238,1,mobile,IN,organic,upi,2026-01-26,0,1.9.1,1655,1,1,1,1
239,0,mobile,US,paid_search,upi,2026-01-25,0,1.9.0,1600,1,0,0,0
240,1,mobile,US,paid_search,card,2026-02-06,1,2.0.0,2164,1,1,1,0
241,0,desktop,EU,organic,card,2026-01-19,0,1.9.1,253,1,1,0,0
242,0,mobile,IN,organic,card,2026-01-31,1,2.0.0,1926,1,1,0,0
243,0,desktop,EU,paid_social,card,2025-12-13,0,1.9.0,768,1,1,1,1
244,1,desktop,EU,paid_social,card,2026-01-03,0,1.9.0,966,1,1,1,1
245,1,desktop,US,paid_search,card,2025-12-16,0,1.9.0,1187,1,1,1,0
246,0,desktop,IN,organic,upi,2025-12-12,0,1.9.0,932,0,0,0,0
247,1,desktop,EU,paid_search,upi,2026-02-05,1,1.9.1,1012,0,0,0,0
248,0,mobile,US,organic,card,2026-01-12,0,1.9.0,1626,1,1,1,0
249,0,mobile,BR,referral,paypal,2026-01-27,1,2.0.0,2244,0,0,0,0
250,0,mobile,US,paid_social,card,2026-01-29,1,2.0.0,2248,1,1,1,0
251,1,mobile,EU,organic,upi,2026-01-10,0,1.9.0,1554,1,1,1,0
252,1,mobile,OTHER,organic,paypal,2026-01-06,0,1.9.0,1787,0,0,0,0
253,0,mobile,IN,email,card,2026-01-18,0,1.9.1,1400,1,0,0,0
254,1,mobile,US,organic,paypal,2025-12-20,0,1.9.1,1413,1,0,0,0
255,1,desktop,US,referral,upi,2026-02-04,1,1.9.1,927,1,0,0,0
256,0,mobile,US,email,paypal,2025-12-23,0,1.9.0,1271,1,1,1,0
257,0,mobile,EU,organic,upi,2026-02-09,1,2.0.0,1988,1,0,0,0
258,0,mobile,US,paid_search,card,2025-12-18,0,1.9.0,1754,0,0,0,0
259,0,mobile,US,paid_social,card,2026-01-09,0,1.9.1,1785,0,0,0,0
260,1,desktop,EU,paid_search,card,2026-01-23,0,1.9.1,711,1,1,1,1
261,0,mobile,US,organic,card,2025-12-19,0,1.9.0,1612,1,0,0,0
262,0,mobile,EU,paid_search,card,2025-12-15,0,1.9.0,1515,1,1,1,0
263,1,mobile,IN,organic,card,2026-01-10,0,1.9.1,1571,1,0,0,0
264,1,mobile,US,organic,card,2026-01-03,0,1.9.0,1527,1,1,1,0
265,0,mobile,IN,paid_search,cod,2026-01-31,1,2.0.1,2169,1,1,0,0
266,0,mobile,US,paid_search,card,2026-02-04,1,2.0.0,1837,1,1,1,0
267,0,mobile,BR,organic,card,2026-01-09,0,1.9.1,1699,1,1,1,0
268,0,mobile,US,email,card,2026-01-28,1,2.0.1,1942,1,0,0,0
269,1,desktop,US,organic,upi,2026-01-19,0,1.9.1,773,0,0,0,0
270,1,mobile,IN,email,card,2026-01-29,1,2.0.0,2205,1,0,0,0
271,0,mobile,US,organic,card,2025-12-23,0,1.9.1,1325,1,1,1,1
272,0,mobile,EU,organic,card,2025-12-23,0,1.9.0,1888,0,0,0,0
273,0,mobile,IN,organic,upi,2025-12-29,0,1.9.0,1773,1,0,0,0
274,0,desktop,US,paid_search,card,2026-01-01,0,1.9.0,1001,1,1,1,1
275,1,mobile,IN,paid_search,upi,2026-01-07,0,1.9.0,1693,1,1,1,1
276,1,desktop,US,email,card,2025-12-30,0,1.9.0,600,1,0,0,0
277,0,mobile,US,paid_social,cod,2025-12-15,0,1.9.1,1305,0,0,0,0
278,0,desktop,IN,organic,card,2026-02-04,1,1.9.1,1121,1,1,1,1
279,0,mobile,BR,organic,card,2026-01-30,1,2.0.1,1785,1,0,0,0
280,0,mobile,IN,organic,upi,2026-02-07,1,2.0.0,2247,0,0,0,0
281,0,mobile,US,paid_social,card,2025-12-31,0,1.9.0,1792,1,0,0,0
282,1,mobile,EU,organic,card,2025-12-27,0,1.9.1,1590,1,0,0,0
283,1,mobile,US,organic,upi,2026-01-30,1,2.0.0,2538,1,1,0,0
284,1,mobile,US,paid_social,card,2025-12-17,0,1.9.0,1716,0,0,0,0
285,0,desktop,IN,organic,card,2026-01-02,0,1.9.0,827,1,1,1,1
286,1,mobile,EU,organic,card,2026-01-31,1,2.0.1,1927,0,0,0,0
287,1,mobile,US,organic,upi,2026-02-06,1,2.0.1,1971,1,0,0,0
288,1,desktop,IN,paid_search,card,2026-01-04,0,1.9.0,642,1,1,1,0
289,1,mobile,IN,organic,upi,2026-01-19,0,1.9.1,1581,1,1,0,0
290,0,desktop,IN,paid_social,card,2026-01-17,0,1.9.1,894,1,1,1,1
291,1,mobile,IN,paid_social,card,2026-01-12,0,1.9.1,1527,1,0,0,0
292,1,mobile,EU,paid_search,card,2026-01-13,0,1.9.1,1358,1,0,0,0
293,0,mobile,IN,paid_social,card,2025-12-18,0,1.9.0,1327,1,1,1,1
294,1,desktop,US,organic,cod,2026-02-09,1,1.9.1,602,1,1,1,1
295,1,desktop,US,email,paypal,2026-01-21,0,1.9.0,973,1,1,1,1
296,1,desktop,BR,paid_search,upi,2026-01-09,0,1.9.0,869,1,0,0,0
297,0,mobile,EU,paid_social,card,2026-01-10,0,1.9.1,1630,0,0,0,0
298,1,desktop,EU,organic,paypal,2025-12-30,0,1.9.0,912,1,1,1,1
299,0,mobile,OTHER,paid_search,upi,2025-12-24,0,1.9.0,1422,1,1,1,1
300,1,mobile,EU,paid_social,card,2026-01-30,1,2.0.0,1927,0,0,0,0
301,1,desktop,EU,organic,upi,2026-01-02,0,1.9.1,791,1,0,0,0
302,1,mobile,EU,paid_social,card,2026-01-19,0,1.9.0,1653,1,1,1,1
303,1,mobile,US,organic,upi,2026-02-09,1,2.0.0,1934,1,1,0,0
304,0,mobile,OTHER,paid_search,card,2026-01-09,0,1.9.1,1352,1,1,1,0
305,0,desktop,IN,organic,card,2026-01-22,0,1.9.1,961,1,1,1,0
306,0,mobile,US,email,cod,2026-02-03,1,2.0.0,2596,1,1,0,0
307,1,mobile,US,referral,cod,2026-01-30,1,2.0.0,2142,1,1,1,1
308,1,desktop,BR,paid_search,paypal,2025-12-29,0,1.9.0,1299,1,1,1,1
309,0,mobile,US,paid_search,card,2025-12-19,0,1.9.0,1777,1,0,0,0
310,1,mobile,US,referral,paypal,2025-12-18,0,1.9.0,1654,1,1,1,1
311,1,mobile,IN,paid_social,card,2026-02-06,1,2.0.1,2111,1,1,0,0
312,1,desktop,BR,paid_social,card,2026-01-17,0,1.9.1,931,1,1,0,0
313,1,mobile,IN,paid_search,card,2026-01-14,0,1.9.1,1010,1,1,1,0
314,0,mobile,BR,referral,upi,2026-01-21,0,1.9.1,2035,1,1,0,0
315,0,mobile,BR,organic,card,2026-01-16,0,1.9.0,1604,1,1,1,1
316,0,mobile,BR,referral,paypal,2025-12-21,0,1.9.1,1479,1,1,1,0
317,1,mobile,IN,paid_search,upi,2026-01-20,0,1.9.0,1358,0,0,0,0
318,1,mobile,EU,paid_social,paypal,2026-01-15,0,1.9.0,1591,1,0,0,0
319,1,mobile,US,email,cod,2025-12-16,0,1.9.1,1574,1,0,0,0
320,1,desktop,US,paid_search,upi,2026-01-06,0,1.9.0,953,1,1,1,0
321,1,desktop,IN,paid_social,paypal,2025-12-18,0,1.9.0,909,1,0,0,0
322,0,desktop,US,paid_search,card,2025-12-18,0,1.9.0,917,1,1,1,0
